ip_id,label,brth_yr,act_strt_dt,no_of_dpnd_chl,cis_income,crn_bal,gnd_cd,mar_st_cd,ctf_tp_cd,ocp_cd,prov
1147,0.0,1982.0,2010-11-03,0.0,54021.0,500.0,2.0,1.0,5.0,11,ตาก                                     
1147,0.0,1982.0,2010-11-03,0.0,54021.0,500.0,2.0,1.0,5.0,11,บุรีรัมย์                               
1148,0.0,1987.0,2013-02-07,0.0,45974.0,500.0,2.0,1.0,6.0,4,
1149,0.0,1975.0,2007-09-24,0.0,42086.0,500.0,2.0,4.0,3.0,4,
1150,0.0,1978.0,2009-03-06,0.0,41478.0,570046.0,2.0,3.0,2.0,5,
1151,0.0,1970.0,2013-11-16,0.0,34714.0,500.0,1.0,1.0,6.0,9,
1152,0.0,1968.0,2017-04-25,0.0,46475.0,317224.0,1.0,2.0,6.0,2,นครปฐม                                  
1153,0.0,1977.0,2010-07-02,0.0,48162.0,500.0,1.0,2.0,4.0,3,
1154,0.0,1979.0,2007-12-26,1.0,41625.0,500.0,2.0,4.0,5.0,12,
1155,0.0,1979.0,2016-09-22,0.0,46052.0,500.0,1.0,2.0,3.0,1,บึงกาฬ                                  
1156,0.0,1984.0,2009-01-17,1.0,44772.0,500.0,2.0,3.0,6.0,9,
1157,0.0,1969.0,2011-12-08,2.0,42005.0,387285.0,1.0,4.0,5.0,4,
1158,0.0,1982.0,2013-06-26,0.0,44572.0,500.0,2.0,1.0,2.0,6,
1159,0.0,1986.0,2006-03-30,1.0,51909.0,500.0,2.0,4.0,1.0,3,ตาก                                     
1160,0.0,1982.0,2002-10-31,1.0,47873.0,500.0,1.0,1.0,2.0,12,
1161,0.0,1985.0,2009-10-21,0.0,44900.0,1390117.0,2.0,4.0,6.0,6,ปทุมธานี                                
1161,0.0,1985.0,2009-10-21,0.0,44900.0,1390117.0,2.0,4.0,6.0,6,พังงา                                   
1161,0.0,1985.0,2009-10-21,0.0,44900.0,1390117.0,2.0,4.0,6.0,6,หนองบัวลำภู                             
1162,0.0,1973.0,2014-05-22,0.0,43411.0,500.0,1.0,3.0,5.0,11,
1163,0.0,1979.0,2005-10-17,0.0,40465.0,500.0,2.0,2.0,4.0,6,
1164,0.0,1981.0,2012-07-20,0.0,39313.0,500.0,2.0,3.0,1.0,8,
1165,0.0,1971.0,2010-07-15,0.0,46058.0,1169014.0,1.0,3.0,1.0,9,สมุทรปราการ                             
1165,0.0,1971.0,2010-07-15,0.0,46058.0,1169014.0,1.0,3.0,1.0,9,อุดรธานี                                
1166,0.0,1974.0,2008-08-01,0.0,40815.0,147912.0,1.0,4.0,3.0,3,
1167,0.0,1977.0,2011-03-06,0.0,40467.0,500.0,2.0,3.0,1.0,1,สมุทรปราการ                             
1168,0.0,1980.0,2004-05-16,1.0,39937.0,500.0,2.0,1.0,5.0,9,
1169,0.0,1974.0,2008-06-07,1.0,44625.0,385384.0,2.0,4.0,3.0,9,
1170,0.0,1984.0,2014-07-23,0.0,37619.0,500.0,2.0,2.0,6.0,9,นครพนม                                  
1170,0.0,1984.0,2014-07-23,0.0,37619.0,500.0,2.0,2.0,6.0,9,ปทุมธานี                                
1170,0.0,1984.0,2014-07-23,0.0,37619.0,500.0,2.0,2.0,6.0,9,สุรินทร์                                
1171,0.0,1988.0,2013-11-15,0.0,42536.0,336863.0,2.0,1.0,1.0,2,อ่างทอง                                 
1172,0.0,1981.0,2017-11-09,0.0,45341.0,869553.0,1.0,4.0,5.0,12,ปัตตานี                                 
1173,0.0,1968.0,2006-12-21,0.0,49009.0,500.0,2.0,4.0,6.0,3,ตรัง                                    
1173,0.0,1968.0,2006-12-21,0.0,49009.0,500.0,2.0,4.0,6.0,3,ระนอง                                   
1174,0.0,1980.0,2009-05-02,0.0,39116.0,159271.0,1.0,2.0,3.0,8,ตาก                                     
1175,0.0,1988.0,2012-03-16,0.0,39454.0,331451.0,1.0,2.0,1.0,4,
1176,0.0,1979.0,2011-07-08,0.0,37423.0,500.0,2.0,2.0,5.0,12,นครปฐม                                  
1177,0.0,1980.0,2009-12-02,0.0,43344.0,500.0,1.0,4.0,5.0,1,
1178,0.0,1981.0,2013-08-06,1.0,44155.0,500.0,2.0,1.0,3.0,6,แม่ฮ่องสอน                              
1179,0.0,1990.0,2011-08-12,0.0,45473.0,500.0,2.0,3.0,1.0,11,
1180,0.0,1984.0,2008-01-30,1.0,43921.0,500.0,2.0,3.0,6.0,6,
1181,0.0,1982.0,2018-01-11,0.0,46929.0,565181.0,1.0,1.0,2.0,8,
1182,0.0,1983.0,2011-01-10,0.0,48382.0,500.0,2.0,1.0,1.0,7,
1183,0.0,1985.0,2005-03-02,0.0,42222.0,162521.0,2.0,2.0,2.0,4,
1184,0.0,1979.0,2010-03-18,0.0,44523.0,500.0,1.0,1.0,5.0,2,
1185,0.0,1981.0,2012-05-02,0.0,40341.0,500.0,2.0,1.0,5.0,6,
1186,0.0,1979.0,2011-03-10,0.0,38826.0,500.0,2.0,3.0,1.0,9,สิงห์บุรี                               
1187,0.0,1978.0,2009-02-05,0.0,45241.0,500.0,2.0,2.0,1.0,6,นครปฐม                                  
1187,0.0,1978.0,2009-02-05,0.0,45241.0,500.0,2.0,2.0,1.0,6,ลำพูน                                   
1188,0.0,1989.0,2008-12-08,2.0,39636.0,774421.0,2.0,2.0,4.0,6,มุกดาหาร                                
1189,0.0,1976.0,2010-10-14,0.0,42138.0,500.0,2.0,2.0,1.0,5,
1190,0.0,1982.0,2009-04-10,1.0,39167.0,500.0,1.0,3.0,2.0,5,
1191,0.0,1975.0,2011-01-12,0.0,50009.0,500.0,1.0,3.0,2.0,4,ยโสธร                                   
1192,0.0,1977.0,2011-08-20,2.0,48677.0,500.0,2.0,4.0,3.0,11,
1193,0.0,1977.0,2008-03-11,0.0,43996.0,1264913.0,2.0,1.0,4.0,2,
1194,0.0,1980.0,2012-09-18,0.0,50418.0,1831797.0,1.0,1.0,3.0,9,
1195,0.0,1980.0,2013-09-23,0.0,37068.0,378555.0,2.0,2.0,1.0,9,
1196,0.0,1988.0,2011-08-09,0.0,49051.0,500.0,1.0,2.0,2.0,1,
1197,0.0,1976.0,2006-04-05,1.0,40794.0,380391.0,2.0,3.0,1.0,9,พังงา                                   
1197,0.0,1976.0,2006-04-05,1.0,40794.0,380391.0,2.0,3.0,1.0,9,แม่ฮ่องสอน                              
1198,0.0,1987.0,2012-08-22,0.0,43970.0,500.0,1.0,4.0,4.0,11,
1199,0.0,1977.0,2012-02-26,0.0,42225.0,368612.0,2.0,2.0,3.0,11,
1200,0.0,1986.0,2007-05-24,0.0,52311.0,124669.0,1.0,4.0,6.0,6,อุดรธานี                                
1200,0.0,1986.0,2007-05-24,0.0,52311.0,124669.0,1.0,4.0,6.0,6,เพชรบูรณ์                               
1201,0.0,1980.0,2008-08-27,0.0,41740.0,500.0,2.0,3.0,4.0,12,
1202,0.0,1975.0,2013-11-02,0.0,45071.0,954430.0,1.0,4.0,3.0,1,
1203,0.0,1987.0,2005-06-19,1.0,45308.0,500.0,2.0,3.0,2.0,8,
1204,0.0,1981.0,2006-07-30,0.0,42663.0,500.0,1.0,2.0,3.0,7,
1205,0.0,1974.0,2009-05-17,0.0,44486.0,500.0,1.0,1.0,6.0,2,
1206,0.0,1986.0,2011-09-17,0.0,44177.0,842721.0,1.0,1.0,4.0,2,
1207,0.0,1984.0,2007-03-23,1.0,42391.0,2061318.0,2.0,3.0,4.0,7,กระบี่                                  
1207,0.0,1984.0,2007-03-23,1.0,42391.0,2061318.0,2.0,3.0,4.0,7,กำแพงเพชร                               
1208,0.0,1975.0,2014-09-09,0.0,48787.0,179311.0,1.0,3.0,5.0,9,ตราด                                    
1208,0.0,1975.0,2014-09-09,0.0,48787.0,179311.0,1.0,3.0,5.0,9,นครราชสีมา                              
1209,0.0,1978.0,2011-08-14,0.0,44943.0,500.0,2.0,3.0,1.0,8,ระยอง                                   
1210,0.0,1971.0,2010-10-15,0.0,46074.0,373774.0,2.0,3.0,6.0,1,มุกดาหาร                                
1211,0.0,1973.0,2009-03-14,1.0,43177.0,449381.0,1.0,2.0,5.0,1,
1212,0.0,1982.0,2010-11-22,0.0,47754.0,500.0,2.0,1.0,1.0,4,
1213,0.0,1970.0,2010-12-16,0.0,36886.0,1019785.0,1.0,3.0,5.0,7,ขอนแก่น                                 
1214,0.0,1978.0,2005-08-03,0.0,44809.0,500.0,2.0,3.0,3.0,2,
1215,0.0,1978.0,2014-06-24,1.0,37300.0,500.0,2.0,4.0,6.0,8,นครราชสีมา                              
1216,0.0,1983.0,2008-12-29,0.0,33231.0,447802.0,1.0,4.0,4.0,3,ตาก                                     
1216,0.0,1983.0,2008-12-29,0.0,33231.0,447802.0,1.0,4.0,4.0,3,เชียงราย                                
1217,0.0,1978.0,2013-03-20,1.0,42110.0,500.0,1.0,3.0,4.0,9,นครปฐม                                  
1218,0.0,1979.0,2010-05-27,0.0,44286.0,500.0,2.0,2.0,1.0,2,
1219,0.0,1974.0,2006-08-13,1.0,44642.0,500.0,2.0,4.0,3.0,8,
1220,0.0,1981.0,2009-12-03,0.0,39875.0,192837.0,1.0,1.0,2.0,4,สุราษฎร์ธานี                            
1221,0.0,1985.0,2011-08-11,0.0,40737.0,296175.0,1.0,1.0,2.0,12,ตราด                                    
1222,0.0,1987.0,2006-07-19,0.0,33375.0,206127.0,1.0,4.0,2.0,2,สระแก้ว                                 
1222,0.0,1987.0,2006-07-19,0.0,33375.0,206127.0,1.0,4.0,2.0,2,หนองบัวลำภู                             
1223,0.0,1985.0,2008-09-07,0.0,44290.0,500.0,2.0,3.0,4.0,12,
1224,0.0,1984.0,2010-02-16,1.0,42584.0,500.0,1.0,2.0,2.0,2,
1225,0.0,1978.0,2009-11-20,0.0,42670.0,500.0,1.0,4.0,6.0,5,
1226,0.0,1973.0,2010-07-15,0.0,46877.0,500.0,1.0,1.0,4.0,3,ตรัง                                    
1226,0.0,1973.0,2010-07-15,0.0,46877.0,500.0,1.0,1.0,4.0,3,นราธิวาส                                
1227,0.0,1983.0,2013-03-19,1.0,40258.0,500.0,2.0,3.0,1.0,6,พะเยา                                   
1228,0.0,1980.0,2011-03-04,1.0,43210.0,500.0,1.0,2.0,2.0,5,
1229,0.0,1973.0,2009-09-14,1.0,44619.0,500.0,2.0,1.0,6.0,1,ปทุมธานี                                
1230,0.0,1977.0,2012-05-12,0.0,46354.0,600573.0,1.0,4.0,3.0,5,
1231,0.0,1979.0,2011-12-01,1.0,41656.0,148400.0,1.0,3.0,4.0,2,นครนายก                                 
1232,0.0,1979.0,2011-08-02,0.0,41842.0,590316.0,2.0,3.0,1.0,7,
1233,0.0,1979.0,2006-12-10,0.0,45986.0,500.0,2.0,4.0,4.0,4,
1234,0.0,1979.0,2007-03-27,0.0,40407.0,596416.0,2.0,1.0,5.0,8,พังงา                                   
1235,0.0,1977.0,2014-03-24,0.0,36902.0,976318.0,2.0,4.0,6.0,11,บุรีรัมย์                               
1236,0.0,1975.0,2014-02-05,0.0,38169.0,55027.0,1.0,3.0,1.0,7,ระนอง                                   
1237,0.0,1977.0,2013-09-25,1.0,41893.0,620501.0,2.0,3.0,2.0,2,นนทบุรี                                 
1238,0.0,1976.0,2009-12-03,0.0,39893.0,500.0,1.0,4.0,6.0,11,ขอนแก่น                                 
1238,0.0,1976.0,2009-12-03,0.0,39893.0,500.0,1.0,4.0,6.0,11,ปราจีนบุรี                              
1239,0.0,1978.0,2001-12-20,3.0,45393.0,1170992.0,1.0,3.0,5.0,11,
1240,0.0,1976.0,2009-09-24,0.0,40879.0,500.0,2.0,4.0,5.0,2,อ่างทอง                                 
1241,0.0,1980.0,2015-03-21,0.0,47017.0,500.0,2.0,2.0,4.0,3,
1242,0.0,1980.0,2009-09-21,0.0,45209.0,500.0,2.0,3.0,6.0,1,สระแก้ว                                 
1243,0.0,1977.0,2007-08-15,0.0,36842.0,500.0,1.0,2.0,2.0,8,ยโสธร                                   
1244,0.0,1974.0,2011-10-07,0.0,43158.0,946284.0,2.0,2.0,2.0,11,
1245,0.0,1977.0,2013-11-13,0.0,38840.0,1232205.0,2.0,1.0,5.0,7,นราธิวาส                                
1245,0.0,1977.0,2013-11-13,0.0,38840.0,1232205.0,2.0,1.0,5.0,7,สระแก้ว                                 
1246,0.0,1985.0,2007-03-19,0.0,44175.0,174495.0,1.0,3.0,2.0,4,
1247,0.0,1977.0,2010-08-03,0.0,41089.0,500.0,2.0,4.0,5.0,1,ภูเก็ต                                  
1248,0.0,1985.0,2010-06-06,1.0,44111.0,500.0,1.0,4.0,3.0,7,
1249,0.0,1971.0,2004-06-25,0.0,50042.0,41112.0,1.0,2.0,1.0,4,อ่างทอง                                 
1250,0.0,1975.0,2010-09-27,0.0,44068.0,447893.0,2.0,3.0,1.0,1,อ่างทอง                                 
1251,0.0,1981.0,2011-10-05,0.0,39996.0,160195.0,2.0,3.0,3.0,6,
1252,0.0,1983.0,2007-04-28,0.0,47210.0,500.0,2.0,3.0,1.0,4,พิษณุโลก                                
1253,0.0,1983.0,2012-12-23,0.0,45864.0,500.0,2.0,1.0,3.0,7,หนองบัวลำภู                             
1254,0.0,1985.0,2009-12-11,0.0,47855.0,500.0,2.0,2.0,4.0,6,
1255,0.0,1988.0,2010-02-11,0.0,42622.0,500.0,1.0,4.0,2.0,4,ระนอง                                   
1256,0.0,1982.0,2011-06-12,0.0,44823.0,495236.0,2.0,2.0,3.0,8,สุราษฎร์ธานี                            
1257,0.0,1982.0,2016-11-12,0.0,43961.0,500.0,2.0,1.0,2.0,3,ปทุมธานี                                
1258,0.0,1983.0,2014-02-15,0.0,42607.0,1568243.0,2.0,2.0,1.0,7,สุราษฎร์ธานี                            
1259,0.0,1983.0,2010-03-20,0.0,42300.0,468807.0,2.0,4.0,6.0,11,สิงห์บุรี                               
1260,0.0,1975.0,2009-12-13,2.0,42334.0,500.0,2.0,3.0,5.0,2,
1261,0.0,1983.0,2008-11-25,0.0,38032.0,1013857.0,1.0,2.0,4.0,2,
1262,0.0,1977.0,2006-04-28,0.0,38776.0,570929.0,2.0,2.0,6.0,1,สมุทรปราการ                             
1263,0.0,1974.0,2011-06-09,0.0,40040.0,500.0,1.0,2.0,5.0,11,
1264,0.0,1980.0,2011-02-26,0.0,45684.0,500.0,2.0,2.0,6.0,3,นครพนม                                  
1265,0.0,1970.0,2011-04-12,0.0,50933.0,500.0,1.0,4.0,1.0,9,
1266,0.0,1987.0,2006-06-28,0.0,39145.0,125520.0,1.0,1.0,5.0,3,
1267,0.0,1980.0,2009-08-15,0.0,41362.0,358654.0,2.0,2.0,6.0,1,นราธิวาส                                
1268,0.0,1968.0,2015-07-04,0.0,46253.0,500.0,1.0,3.0,5.0,4,ระยอง                                   
1269,0.0,1968.0,2012-08-21,0.0,44451.0,544357.0,2.0,1.0,1.0,4,
1270,0.0,1982.0,2011-12-31,0.0,45546.0,151011.0,2.0,2.0,3.0,4,เชียงราย                                
1271,0.0,1983.0,2013-02-15,0.0,44803.0,438433.0,2.0,1.0,4.0,5,ตาก                                     
1272,0.0,1984.0,2009-07-23,0.0,38293.0,500.0,2.0,3.0,3.0,3,ชลบุรี                                  
1272,0.0,1984.0,2009-07-23,0.0,38293.0,500.0,2.0,3.0,3.0,3,ตราด                                    
1272,0.0,1984.0,2009-07-23,0.0,38293.0,500.0,2.0,3.0,3.0,3,นครพนม                                  
1272,0.0,1984.0,2009-07-23,0.0,38293.0,500.0,2.0,3.0,3.0,3,สิงห์บุรี                               
1273,0.0,1981.0,2010-01-17,0.0,46560.0,500.0,2.0,1.0,1.0,8,อ่างทอง                                 
1274,0.0,1988.0,2012-11-14,0.0,45098.0,1009434.0,1.0,2.0,5.0,8,
1275,0.0,1989.0,2003-12-07,0.0,46866.0,254465.0,1.0,3.0,4.0,9,สุรินทร์                                
1276,0.0,1975.0,2008-10-14,0.0,34734.0,528315.0,2.0,4.0,2.0,6,
1277,0.0,1984.0,2008-07-28,0.0,47097.0,94104.0,1.0,1.0,3.0,2,นราธิวาส                                
1278,0.0,1980.0,2011-02-08,0.0,41968.0,843837.0,2.0,3.0,3.0,6,
1279,0.0,1977.0,2018-01-11,2.0,41943.0,369257.0,2.0,4.0,5.0,4,
1280,0.0,1983.0,2005-04-06,0.0,42596.0,134169.0,1.0,2.0,1.0,4,
1281,0.0,1982.0,2008-03-31,0.0,33259.0,500.0,2.0,2.0,4.0,1,ระนอง                                   
1282,0.0,1972.0,2013-02-05,0.0,41736.0,500.0,1.0,4.0,6.0,9,เพชรบูรณ์                               
1283,0.0,1980.0,2009-02-23,0.0,40569.0,500.0,1.0,4.0,5.0,8,ชลบุรี                                  
1283,0.0,1980.0,2009-02-23,0.0,40569.0,500.0,1.0,4.0,5.0,8,ตราด                                    
1284,0.0,1977.0,2014-02-22,0.0,45364.0,592889.0,2.0,2.0,3.0,3,
1285,0.0,1981.0,2010-04-30,1.0,43077.0,500.0,1.0,4.0,2.0,6,ลำพูน                                   
1286,0.0,1981.0,2013-07-12,1.0,34995.0,331913.0,1.0,3.0,1.0,6,
1287,0.0,1981.0,2010-06-28,0.0,43099.0,500.0,1.0,3.0,6.0,11,นนทบุรี                                 
1288,0.0,1969.0,2015-08-07,1.0,40574.0,384140.0,1.0,1.0,5.0,8,
1289,0.0,1973.0,2013-01-22,0.0,37680.0,500.0,2.0,3.0,1.0,5,ชลบุรี                                  
1290,0.0,1977.0,2009-03-28,0.0,42804.0,245145.0,1.0,2.0,5.0,6,ภูเก็ต                                  
1291,0.0,1972.0,2004-05-31,0.0,43471.0,500.0,2.0,4.0,4.0,3,ปทุมธานี                                
1292,0.0,1984.0,2011-09-03,0.0,46276.0,500.0,1.0,4.0,2.0,3,ปราจีนบุรี                              
1293,0.0,1983.0,2013-12-04,0.0,39924.0,500.0,1.0,2.0,6.0,5,
1294,0.0,1973.0,2004-05-29,1.0,42511.0,500.0,2.0,1.0,5.0,4,
1295,0.0,1982.0,2013-09-15,0.0,40688.0,500.0,1.0,3.0,4.0,3,อุตรดิตถ์                               
1296,0.0,1976.0,2009-01-22,0.0,46959.0,500.0,2.0,2.0,2.0,6,พังงา                                   
1297,0.0,1986.0,2016-12-06,2.0,48141.0,500.0,1.0,4.0,2.0,2,ภูเก็ต                                  
1297,0.0,1986.0,2016-12-06,2.0,48141.0,500.0,1.0,4.0,2.0,2,หนองบัวลำภู                             
1297,0.0,1986.0,2016-12-06,2.0,48141.0,500.0,1.0,4.0,2.0,2,อุดรธานี                                
1298,0.0,1980.0,2009-11-15,0.0,41955.0,316019.0,1.0,4.0,1.0,3,ปัตตานี                                 
1299,0.0,1979.0,2011-06-20,1.0,39307.0,500.0,2.0,1.0,1.0,1,หนองบัวลำภู                             
1300,0.0,1987.0,2014-01-22,0.0,50587.0,500.0,2.0,4.0,2.0,2,
1301,0.0,1988.0,2008-10-26,0.0,39518.0,171509.0,1.0,3.0,2.0,4,
1302,0.0,1975.0,2010-02-25,3.0,43149.0,500.0,1.0,3.0,6.0,5,ปัตตานี                                 
1302,0.0,1975.0,2010-02-25,3.0,43149.0,500.0,1.0,3.0,6.0,5,สระแก้ว                                 
1303,0.0,1977.0,2008-10-06,0.0,49487.0,500.0,2.0,1.0,5.0,11,
1304,0.0,1975.0,2014-05-11,1.0,39835.0,500.0,1.0,1.0,3.0,12,ชลบุรี                                  
1304,0.0,1975.0,2014-05-11,1.0,39835.0,500.0,1.0,1.0,3.0,12,ตรัง                                    
1305,0.0,1982.0,2007-11-22,1.0,41740.0,114953.0,2.0,4.0,4.0,2,ปัตตานี                                 
1306,0.0,1982.0,2011-04-05,1.0,42280.0,500.0,2.0,3.0,1.0,7,
1307,0.0,1984.0,2011-04-26,0.0,37555.0,500.0,1.0,4.0,4.0,4,
1308,0.0,1986.0,2013-06-14,0.0,36585.0,500.0,1.0,2.0,3.0,2,นนทบุรี                                 
1309,0.0,1980.0,2009-11-15,0.0,42297.0,313502.0,2.0,4.0,4.0,8,
1310,0.0,1984.0,2014-04-11,0.0,44765.0,1153459.0,2.0,4.0,5.0,2,
1311,0.0,1978.0,2003-06-23,0.0,48320.0,500.0,2.0,4.0,6.0,7,
1312,0.0,1973.0,2017-11-27,0.0,39206.0,500.0,2.0,1.0,1.0,12,
1313,0.0,1982.0,2004-05-08,0.0,45435.0,500.0,2.0,2.0,2.0,3,
1314,0.0,1983.0,2006-10-10,0.0,45975.0,500.0,2.0,4.0,3.0,12,
1315,0.0,1976.0,2010-05-31,0.0,46201.0,500.0,1.0,2.0,4.0,9,
1316,0.0,1978.0,2008-09-05,0.0,45013.0,500.0,2.0,4.0,1.0,9,กระบี่                                  
1316,0.0,1978.0,2008-09-05,0.0,45013.0,500.0,2.0,4.0,1.0,9,นครราชสีมา                              
1316,0.0,1978.0,2008-09-05,0.0,45013.0,500.0,2.0,4.0,1.0,9,ภูเก็ต                                  
1317,0.0,1983.0,2007-01-26,0.0,48814.0,500.0,1.0,3.0,2.0,12,ตราด                                    
1317,0.0,1983.0,2007-01-26,0.0,48814.0,500.0,1.0,3.0,2.0,12,บึงกาฬ                                  
1318,0.0,1973.0,2008-10-06,1.0,45724.0,500.0,1.0,1.0,1.0,4,สมุทรสาคร                               
1318,0.0,1973.0,2008-10-06,1.0,45724.0,500.0,1.0,1.0,1.0,4,สุรินทร์                                
1319,0.0,1983.0,2010-08-12,0.0,41487.0,102594.0,1.0,1.0,5.0,7,อุตรดิตถ์                               
1320,0.0,1980.0,2010-04-16,1.0,39418.0,1889387.0,1.0,3.0,2.0,12,เพชรบูรณ์                               
1321,0.0,1981.0,2010-04-13,0.0,41207.0,927570.0,1.0,1.0,2.0,11,อุตรดิตถ์                               
1322,0.0,1984.0,2010-12-19,0.0,43033.0,500.0,1.0,3.0,4.0,3,ปัตตานี                                 
1322,0.0,1984.0,2010-12-19,0.0,43033.0,500.0,1.0,3.0,4.0,3,สมุทรสาคร                               
1323,0.0,1970.0,2009-10-25,0.0,40606.0,94673.0,2.0,4.0,3.0,9,
1324,0.0,1976.0,2007-11-27,0.0,47870.0,157562.0,2.0,2.0,3.0,4,
1325,0.0,1977.0,2012-02-02,0.0,38480.0,500.0,1.0,2.0,6.0,12,
1326,0.0,1981.0,2011-09-26,0.0,46014.0,57973.0,1.0,1.0,2.0,8,
1327,0.0,1978.0,2016-11-11,0.0,47236.0,1240465.0,1.0,1.0,6.0,12,อุดรธานี                                
1328,0.0,1982.0,2010-07-14,0.0,42385.0,500.0,1.0,1.0,1.0,3,บุรีรัมย์                               
1328,0.0,1982.0,2010-07-14,0.0,42385.0,500.0,1.0,1.0,1.0,3,ปราจีนบุรี                              
1328,0.0,1982.0,2010-07-14,0.0,42385.0,500.0,1.0,1.0,1.0,3,ปัตตานี                                 
1329,0.0,1978.0,2012-01-08,0.0,45145.0,500.0,2.0,2.0,6.0,8,ตราด                                    
1329,0.0,1978.0,2012-01-08,0.0,45145.0,500.0,2.0,2.0,6.0,8,พะเยา                                   
1330,0.0,1985.0,2009-09-04,0.0,40233.0,500.0,2.0,2.0,4.0,7,นครราชสีมา                              
1331,0.0,1975.0,2013-03-11,2.0,52551.0,229145.0,2.0,2.0,4.0,8,กำแพงเพชร                               
1331,0.0,1975.0,2013-03-11,2.0,52551.0,229145.0,2.0,2.0,4.0,8,บึงกาฬ                                  
1332,0.0,1979.0,2006-09-07,0.0,38142.0,833562.0,2.0,4.0,5.0,4,กระบี่                                  
1332,0.0,1979.0,2006-09-07,0.0,38142.0,833562.0,2.0,4.0,5.0,4,สิงห์บุรี                               
1333,0.0,1995.0,2009-12-06,0.0,41983.0,252340.0,1.0,1.0,6.0,2,
1334,0.0,1985.0,2013-07-16,0.0,39135.0,500.0,2.0,4.0,3.0,7,พังงา                                   
1335,0.0,1975.0,2008-08-13,0.0,43978.0,36028.0,2.0,1.0,2.0,3,
1336,0.0,1984.0,2008-07-10,0.0,46857.0,500.0,2.0,4.0,3.0,7,สุราษฎร์ธานี                            
1337,0.0,1983.0,2011-11-25,0.0,41150.0,342807.0,2.0,3.0,2.0,4,ตาก                                     
1338,0.0,1994.0,2008-08-23,0.0,41234.0,500.0,1.0,3.0,5.0,8,ระนอง                                   
1339,0.0,1978.0,2008-08-22,0.0,49721.0,500.0,1.0,1.0,4.0,5,
1340,0.0,1978.0,2007-02-16,2.0,52874.0,1851186.0,2.0,1.0,2.0,7,
1341,0.0,1977.0,2008-01-28,0.0,43538.0,500.0,1.0,3.0,4.0,9,
1342,0.0,1974.0,2013-08-06,0.0,40118.0,500.0,2.0,2.0,5.0,4,
1343,0.0,1981.0,2014-09-22,0.0,44676.0,500.0,2.0,1.0,4.0,8,หนองบัวลำภู                             
1344,0.0,1982.0,2011-06-07,0.0,45004.0,500.0,1.0,2.0,4.0,11,
1345,0.0,1976.0,2008-04-07,0.0,41576.0,500.0,2.0,3.0,5.0,8,
1346,0.0,1980.0,2012-12-08,0.0,40879.0,1036966.0,1.0,3.0,2.0,3,
1347,0.0,1983.0,2010-06-14,0.0,37479.0,500.0,1.0,2.0,2.0,9,
1348,0.0,1974.0,2007-09-15,0.0,40823.0,421956.0,1.0,1.0,6.0,7,
1349,0.0,1983.0,2005-10-19,0.0,41341.0,1170518.0,2.0,3.0,5.0,5,
1350,0.0,1979.0,2010-11-28,2.0,49357.0,493647.0,2.0,4.0,1.0,1,นครราชสีมา                              
1350,0.0,1979.0,2010-11-28,2.0,49357.0,493647.0,2.0,4.0,1.0,1,ลำปาง                                   
1351,0.0,1984.0,2010-12-20,0.0,40996.0,500.0,2.0,4.0,4.0,9,
1352,0.0,1970.0,2012-03-18,0.0,43726.0,98264.0,2.0,3.0,5.0,8,ลำปาง                                   
1353,0.0,1981.0,2016-08-06,0.0,40882.0,495369.0,1.0,2.0,1.0,9,นครราชสีมา                              
1354,0.0,1984.0,2012-07-04,0.0,43416.0,500.0,1.0,2.0,3.0,6,ระยอง                                   
1355,0.0,1975.0,2006-06-25,0.0,40447.0,500.0,1.0,2.0,1.0,2,
1356,0.0,1978.0,2011-07-15,2.0,45225.0,252561.0,2.0,2.0,6.0,4,พิษณุโลก                                
1357,0.0,1981.0,2007-06-20,1.0,51440.0,240766.0,1.0,1.0,6.0,4,
1358,0.0,1986.0,2010-08-08,1.0,46386.0,136682.0,2.0,3.0,2.0,9,แม่ฮ่องสอน                              
1359,0.0,1986.0,2010-12-21,0.0,37672.0,500.0,2.0,3.0,6.0,1,
1360,0.0,1987.0,2010-03-04,1.0,44550.0,1285316.0,1.0,2.0,4.0,8,
1361,0.0,1985.0,2011-07-26,0.0,41208.0,1750233.0,1.0,2.0,2.0,3,นราธิวาส                                
1362,0.0,1978.0,2012-01-16,0.0,46074.0,462393.0,2.0,1.0,1.0,3,ปัตตานี                                 
1363,0.0,1983.0,2009-07-11,0.0,39378.0,500.0,2.0,4.0,4.0,5,
1364,0.0,1982.0,2015-12-26,0.0,37718.0,500.0,2.0,3.0,5.0,12,บุรีรัมย์                               
1365,0.0,1973.0,2013-05-06,0.0,41113.0,500.0,2.0,4.0,6.0,9,
1366,0.0,1982.0,2011-06-24,1.0,36044.0,415540.0,2.0,2.0,5.0,5,
1367,0.0,1978.0,2009-08-20,1.0,43151.0,500.0,2.0,2.0,3.0,9,อ่างทอง                                 
1368,0.0,1981.0,2014-02-27,0.0,46677.0,1401033.0,1.0,4.0,4.0,12,
1369,0.0,1977.0,2007-05-18,1.0,36537.0,595704.0,2.0,2.0,2.0,2,เชียงราย                                
1370,0.0,1977.0,2010-06-18,0.0,37749.0,500.0,1.0,3.0,6.0,3,บุรีรัมย์                               
1371,0.0,1984.0,2007-11-21,0.0,37882.0,500.0,2.0,2.0,5.0,6,ปราจีนบุรี                              
1372,0.0,1979.0,2008-10-09,0.0,40636.0,500.0,1.0,3.0,5.0,6,
